"SR_3M	SR_6M	SR_9M	SR_1Y	SR_2Y	SR_3Y	SR_4Y	SR_5Y	SR_6Y	SR_7Y	SR_8Y	SR_9Y	SR_10Y	SR_11Y	SR_12Y	SR_13Y	SR_14Y	SR_15Y	SR_16Y	SR_17Y	SR_18Y	SR_19Y	SR_20Y	SR_21Y	SR_22Y	SR_23Y	SR_24Y	SR_25Y	SR_26Y	SR_27Y	SR_28Y	SR_29Y	SR_30Y"
"2004-10-11	2.027655982753394	2.0935194656930687	2.1616271802083498	2.2313194495064823	2.51579102300191	2.7929261969225165	3.05025080587796	3.2826229029635114	3.4889628153494825	3.670325650252438	3.8287831166319886	3.966790009324353	4.086838311580854	4.191279834386903	4.282245831120379	4.361620906177939	4.431046022300645	4.491935947458529	4.545502790157197	4.592781016321481	4.634651537299386	4.671863725485505	4.7050549270129	4.734767426937341	4.761463017962985	4.785535410734254	4.80732075048926	4.82710649983212	4.845138926913878	4.861629411641323	4.876759754673099	4.890686647476281	4.9035454377709735"
"2004-10-12	2.020482204305645	2.0801623950024446	2.1429553709190037	2.2080866789490052	2.480038240314243	2.7506953566409735	3.004912388779028	3.236032899975965	3.4421252003747176	3.6237692593054196	3.7827744833770964	3.921452561894388	4.042218502725698	4.1473834471874556	4.239057683350736	4.319115415688897	4.38919280482986	4.450702752445004	4.5048570318274335	4.552690574703039	4.595085184289988	4.632791358709771	4.666447703076016	4.696597838767593	4.723704937592023	4.748164107771103	4.770312891595931	4.790440132489992	4.808793450041197	4.825585535385586	4.840999451597348	4.855193097243484	4.8683029672662785"
"2004-10-13	2.0262432430290667	2.0891925680962773	2.1547072740625572	2.2220880837684254	2.499500395933724	2.7719850832429893	3.0261194061144283	3.2562080756027787	3.460846353951009	3.640895955755404	3.7983111871175836	3.9354734542008174	4.054827062823955	4.1586914025230755	4.249174587674066	4.328143939196685	4.397227005391683	4.457827834397321	4.511149792593039	4.558220123484064	4.599913726098891	4.636974948257226	4.670036930415303	4.699638436816883	4.726238314476018	4.750227811885901	4.771941018463094	4.791663681950831	4.809640641219465	4.82608208562175	4.841168824444612	4.855056723684342	4.867880443561505"
"2004-10-14	2.0245240729717686	2.081814031922587	2.1426720528940746	2.206247354099689	2.4746110128754797	2.744051638537198	2.9980068590406534	3.229155924558785	3.435284048073397	3.616872800597099	3.7757164510094046	3.9141442949458582	4.0345978741604815	4.139413572620201	4.23072204762985	4.31041244347288	4.380131091047282	4.4412973060575585	4.495126509349243	4.542655341976067	4.584766017610994	4.6222086146874775	4.655620819329599	4.685545060841118	4.712443195933517	4.736708991020824	4.758678679167926	4.778639861517627	4.796839000264145	4.8134877214222636	4.828768116022154	4.842837200538299	4.855830672452938"
"2004-10-15	2.0256304812538333	2.0730733123190093	2.126381027552116	2.184293397070544	2.4427729761558488	2.7131724006711604	2.9717890088181687	3.2081224245515156	3.4187161634711742	3.6037100090671474	3.764938382059201	3.904904587559772	4.026246766920017	4.131476320239756	4.222864453783385	4.302406910663216	4.371827999698202	4.4326026643181615	4.485985261019927	4.533039248974508	4.574665028794069	4.611624798182593	4.64456413685238	4.674030445665538	4.700488544485443	4.724333790872925	4.745903078833613	4.765484046489706	4.78332278126826	4.799630269751657	4.814587800802932	4.82835149655151	4.841056116635547"
"2004-10-18	2.026838423554012	2.0746707503738366	2.128123751696148	2.1859997733436916	2.4433992994266798	2.7124729439331827	2.9702749550777776	3.2064811195089815	3.4175746995254546	3.6035595141536243	3.7661279362407147	3.9076612034164424	4.030701738456632	4.137689879804737	4.230846100068767	4.312131120743827	4.38324592160177	4.445650609159569	4.500590766577349	4.549125351362281	4.592153233826195	4.6304371182501765	4.664624459801372	4.695265427531746	4.722828163473115	4.747711660857516	4.770256592828461	4.7907544007464224	4.809454916618296	4.8265727567463355	4.842292687977192	4.856774135890892	4.870154976489404"
"2004-10-19	2.031680663735908	2.0811043497493418	2.1361389135616813	2.195558766813476	2.4584244952371823	2.731526786592983	2.991970705435655	3.2297030768869517	3.441505538399498	3.6276370884673192	3.789985547906246	3.9310726299996217	4.0535374582804025	4.159884745311221	4.252376555854573	4.332999658634045	4.40347072845716	4.465258808295004	4.519614083433066	4.567597383792656	4.610107768937761	4.647907123710432	4.681641505404707	4.711859378625896	4.739027044427363	4.763541623553691	4.78574194884812	4.805917691067282	4.824317002259353	4.841152919906087	4.856608737080504	4.870842510420617	4.883990849050292"
"2004-10-20	2.0367035172803893	2.07532768843396	2.121550052521427	2.173812029145829	2.4196207364828464	2.6863437856618315	2.945138760981018	3.183152600392151	3.3959112237917575	3.5831519110174126	3.7465740558330176	3.8886517330500756	4.012028532020948	4.119227470654876	4.212528077835562	4.293929478683373	4.365155492543076	4.427678329636755	4.4827487646803315	4.531426790410548	4.574610019818888	4.613058803329104	4.6474178739188625	4.678234726015391	4.705975090391774	4.731035905155177	4.7537561651521605	4.774425991501222	4.793294215972824	4.810574729354074	4.826451802013958	4.841084549604933	4.854610687100022"
"2004-10-21	2.038140941670429	2.079452592405153	2.1276804821276363	2.1813897484029257	2.4292348736192797	2.6948323687221434	2.9514335715755333	3.187109465164383	3.397748905407688	3.5831951461108034	3.745144780944731	3.8860298944174967	4.008443714688708	4.114862805611171	4.207527958132937	4.288407503065633	4.359201338843001	4.4213632655163115	4.4761299005738735	4.524550301232293	4.567513568494017	4.605773364853496	4.639969115787448	4.670644061997018	4.6982604933956535	4.723212541311185	4.7458368939547215	4.7664217644731055	4.7852143974944	4.80242735705463	4.818243799677119	4.832821902357383	4.846298586350638"
"2004-10-22	2.0404399555846426	2.085103135148599	2.1358230333557895	2.1913236929680653	2.441674690610845	2.705954434126556	2.960065989280202	3.1932231505308977	3.4017378675838867	3.585551591620792	3.746326175190382	3.886415461478616	4.008329794713252	4.114472957538251	4.20702690836007	4.287914450160226	4.358801104625973	4.421115076312918	4.4760740746977845	4.524713250434087	4.5679115049949495	4.6064150401139115	4.640857844705512	4.671779222714067	4.69963864240501	4.724828245460447	4.7476833529848745	4.768491277566529	4.787498712852511	4.804917933187171	4.820931999666352	4.835699137003358	4.849356418202255"
"2004-10-25	2.042913099716097	2.0779471596281165	2.120658025376104	2.169521113124491	2.4032497190755673	2.66062325710809	2.9126320373268424	3.1459814180987995	3.3557265538086836	3.541194415724224	3.7037561033259325	3.8456341157741565	3.9692835696174984	4.0770878591066335	4.171223552004639	4.253613922005897	4.325926879930368	4.389593412188238	4.445833932644526	4.49568616109527	4.540031500969361	4.5796186671584245	4.61508422418283	4.646970133381787	4.675738596441194	4.701784542766547	4.725446105773793	4.747013403069656	4.766735895748317	4.784828561492518	4.801477078808644	4.816842187005648	4.831063358666045"
"2004-10-26	2.0483691220831317	2.08169371038246	2.1229185643516906	2.1704923160530107	2.400599685691288	2.656050486293576	2.907158784553905	3.140223693995056	3.3500552479656904	3.5358315266724114	3.698832358987971	3.841223644858381	3.965424929268767	4.073796935469606	4.1685015990527985	4.251452670285656	4.32431185892405	4.388506165536131	4.445253532093719	4.495590264192786	4.540397102730655	4.5804226398487256	4.616303705881314	4.648582805759527	4.677722879695112	4.704119727728545	4.728112438009563	4.74999213022355	4.770009286856178	4.7883799051085205	4.805290665358612	4.820903279656596	4.835358156107453"
"2004-10-27	2.0526770243450505	2.086257655953884	2.127718793864822	2.1755013767497204	2.4060931280195095	2.661442841306976	2.9119646324399824	3.144104031513236	3.3528038633096306	3.5373443386733903	3.6990769304812066	3.840214475804269	3.963205299691888	4.070426340787655	4.1640474297103625	4.245984907316444	4.317899822262328	4.381216616126976	4.437149644219635	4.486731144193501	4.530837642443733	4.570213569014384	4.605491757828693	4.637210943084728	4.665830547282461	4.69174311346117	4.715284729615271	4.736743761708327	4.756368171048059	4.774371650702849	4.7909387779814985	4.806229347132131	4.820382018502236"
"2004-10-28	2.0593529145324077	2.107771249017504	2.1618321205605646	2.220284737022801	2.479081334323332	2.7476419347452907	3.003254008825209	3.2361673528373647	3.443414087726914	3.6254106914591415	3.784118804936789	3.9220733386303483	4.0418884648769975	4.146023261805125	4.23668550897066	4.3158065998083615	4.38505105655141	4.445841128580769	4.499386338271964	4.546712957232873	4.588691140471145	4.626058879689925	4.659442654863118	4.6893749967623615	4.716309305070451	4.740632296962863	4.76267444323883	4.782718711432313	4.8010078921269095	4.817750742762427	4.833127145451646	4.847292442625259	4.8603810866337405"
"2004-10-29	2.0472095935792667	2.0994653132487193	2.1551886982216377	2.213618899543826	2.462529976093539	2.7159320555262463	2.957971387613976	3.1811136927812367	3.3825723749770513	3.5621745032961156	3.721100989153081	3.86115550260685	3.984350949695931	4.092684864798282	4.188025699303678	4.272062968184215	4.346293115830426	4.412024447685521	4.470391418617084	4.522372740220205	4.5688102527055605	4.61042696776622	4.647843533354515	4.681592847339501	4.712132804899843	4.7398572950319	4.7651056191967465	4.788170522300677	4.809305021956317	4.828728207328976	4.846630160062774	4.8631761301960275	4.878510081355315"
"2004-11-01	2.0527880064026744	2.094979891534401	2.1435674278339545	2.1972150833834982	2.4420879957292043	2.7026945504662363	2.9540301736116232	3.1849256457100164	3.391536625379702	3.573738371691506	3.733157653940548	3.8721212922589965	3.9931133103214203	4.098510718809153	4.190469091679278	4.27088635871976	4.341405511547177	4.403435003739084	4.458175678568743	4.5066485855691205	4.5497210397912635	4.588129860747476	4.622501535578641	4.65336943797542	4.681188398155472	4.706346968346875	4.729177721677167	4.749965891450449	4.768956618666971	4.7863610362209155	4.802361382041177	4.817115301792113	4.830759474785787"
"2004-11-02	2.0532493008155166	2.1060623390510753	2.1624315503250764	2.2216260708092723	2.4750028072802315	2.734891953232127	2.9845343976803083	3.215369189883015	3.423783375467661	3.6090596316926966	3.772094173826384	3.9146076045973963	4.038669259838662	4.146419298846779	4.239914165777689	4.321047871762926	4.391518890903876	4.45282364131983	4.506264697795782	4.55296646507303	4.593893948183711	4.629872084947577	4.6616042428051365	4.6896891780387575	4.714636171813645	4.7368782983542115	4.756783912568385	4.774666509970671	4.790793137669509	4.805391538291609	4.818656199423645	4.8307534657920135	4.841825853734064"
"2004-11-03	2.0186267247100487	2.0779173220127882	2.139744468867467	2.2035178663980703	2.468650551537326	2.7336407049492935	2.9850032817032535	3.215987692486375	3.4239437578165135	3.6086363103859362	3.771178865843333	3.913369269554031	4.0372846863269976	4.145042516794044	4.238666299423427	4.320017040738376	4.390764460284443	4.452381831182145	4.506154092578362	4.553192800361953	4.594453990397848	4.630756631972964	4.6628003631006685	4.691181831009954	4.716409346513264	4.738915788925675	4.759069826720194	4.7771855856877865	4.793530925196939	4.808334489648992	4.821791696147842	4.834069806807733	4.845312218703207"
"2004-11-04	2.018034010272676	2.0768372058231663	2.138283709041087	2.2017675411357662	2.4664044855165597	2.7315338752772176	2.983312471496393	3.214796882166606	3.4232396679463233	3.608362153173183	3.7712634489814363	3.913741833104715	4.037881688623425	4.145810039623902	4.239560200512853	4.321002057430675	4.391812922127679	4.453472322025168	4.507270222998511	4.5543221527070585	4.595587247405092	4.6318868754231755	4.663922519201376	4.692292237146674	4.717505415669649	4.739995751247659	4.760132531231118	4.778230348489453	4.794557413383187	4.809342632554241	4.8227816174780775	4.835041772716081	4.846266598046771"
"2004-11-05	2.008925421021673	2.0688609221582377	2.1313323921682232	2.195743124313203	2.463265911887718	2.7302728241470167	2.983227862101898	3.2154025721902504	3.4242001022630726	3.609447426203317	3.7723178621683924	3.9146618446775125	4.038600410801716	4.146286309515284	4.239770853939395	4.320936452320784	4.391469047142022	4.452854026376015	4.5063852423787365	4.553180702807101	4.594201023741517	4.630268345157836	4.662084423524645	4.690247245931367	4.715265892443047	4.73757359812968	4.757539091767572	4.775476352255438	4.791652950527868	4.80629714958194	4.819603927846056	4.8317400775116806	4.842848513251691"
"2004-11-08	1.9998521724860754	2.061000441947978	2.1245581629333645	2.189940395613633	2.4604008765865237	2.7292058700880886	2.9831897354835433	3.215876047562321	3.424839840560518	3.6100255531184717	3.7726869016280764	3.91472938912739	4.038311750044008	4.145612473116163	4.238700349461676	4.319469537105984	4.3896137448553105	4.450623351092672	4.503795262801343	4.550249194135221	4.590946532758799	4.626709547302292	4.65823968714108	4.686134343988129	4.710901819369195	4.732974461544069	4.752720057382038	4.770451626259805	4.786435788065078	4.8008998810162	4.814037996771403	4.826016086088304	4.836976271663626"
"2004-11-09	2.085754855867648	2.1349404974426682	2.1878250521293183	2.243674029679218	2.484976454811224	2.7346670027460918	2.975696462109438	3.199236644146068	3.4014425605343797	3.5814022143720337	3.739851844977322	3.8783822128566996	3.998957984273886	4.103635180648596	4.19440260699623	4.273099775073392	4.341381074437649	4.400707079689006	4.4523510471622885	4.49741324204232	4.536838655779751	4.571435515518535	4.601893136706201	4.628798376700229	4.652650372458326	4.6738734934103485	4.69282857820153	4.709822593868739	4.725116885253375	4.73893418810224	4.751464571949856	4.762870464987953	4.773290896581582"
