"IF_3M	IF_6M	IF_9M	IF_1Y	IF_2Y	IF_3Y	IF_4Y	IF_5Y	IF_6Y	IF_7Y	IF_8Y	IF_9Y	IF_10Y	IF_11Y	IF_12Y	IF_13Y	IF_14Y	IF_15Y	IF_16Y	IF_17Y	IF_18Y	IF_19Y	IF_20Y	IF_21Y	IF_22Y	IF_23Y	IF_24Y	IF_25Y	IF_26Y	IF_27Y	IF_28Y	IF_29Y	IF_30Y"
"2004-10-04	2.118155153585312	2.2915975360675462	2.460937757313232	2.625511688727905	3.227826089672087	3.732555145577725	4.141810158797375	4.465757962335588	4.717304675977885	4.909393071435921	5.053757408556167	5.160465444311919	5.23786491204039	5.2927204898767455	5.330425141978634	5.355225648137086	5.370433472115251	5.378609184598755	5.381717562397362	5.381254814004961	5.378351210709324	5.373852920550437	5.368386716652719	5.3624108266662205	5.356254698299364	5.350149972251026	5.344254520190111	5.3386710357127605	5.333461360427191	5.328657479247138	5.324269920235232	5.320294136420474	5.316715322199077"
"2004-10-05	2.11353754586139	2.2790527073467866	2.441332817779797	2.5996481703020553	3.1837384130421236	3.678635734381468	4.083767275010826	4.407326681057042	4.660815874134137	4.856204360588141	5.004567949378624	5.11554011035873	5.197190806687326	5.256114467202007	5.297606571779486	5.325864895447616	5.344183597973338	5.355126157451693	5.36067266294907	5.362341777329316	5.3612898538868015	5.358390453784631	5.354297557357712	5.3494954763688005	5.344338064028687	5.339079391542992	5.33389766423511	5.328913806523426	5.324205857082323	5.3198200797904365	5.315779505948075	5.312090471400549	5.30874759170451"
"2004-10-06	2.1171107247413112	2.278082292111507	2.4371591202829412	2.5933418153168883	3.17562349915352	3.6733570507139577	4.081672660675678	4.407151404373621	4.66095134796837	4.85523395066631	5.001440561951581	5.109577832008863	5.1880309138348215	5.2436344001164406	5.281853349191602	5.306996781998895	5.322425368203349	5.3307365629127865	5.333921821598778	5.3334961691062786	5.330602912434476	5.326097143164387	5.320611703527608	5.314608944973432	5.3084211304924604	5.302281842567484	5.2963503122941935	5.290730201943911	5.285484055539415	5.280644374412225	5.276222068778148	5.272212873243608	5.268602185690067"
"2004-10-07	2.115298685799495	2.275518524819793	2.434300409753852	2.59055525380299	3.175453362950412	3.6774208772153854	4.090045658844098	4.419273942834716	4.676079084437403	4.8726443389296765	5.02051394598695	5.129817253989058	5.209054526185984	5.265157733879399	5.303669724304836	5.328959448391915	5.344432606274827	5.352719861585338	5.355836789867894	5.355315695562649	5.352312092994723	5.347689561200969	5.3420867254660465	5.335969768975908	5.329673388974467	5.323432609686132	5.317407406364694	5.311701701970936	5.306377972739927	5.301468435553071	5.296983579813585	5.292918640245392	5.289258476267208"
"2004-10-08	2.087656556521555	2.2257014753338935	2.3682609553660696	2.5130992386526954	3.083552000096195	3.5952980783001687	4.023673420269148	4.367319618140026	4.634974972981986	4.838732864930872	4.990802727002863	5.102119356685443	5.181890752669864	5.237593650673136	5.275159000698556	5.29921733782942	5.313342583032187	5.32026861883163	5.322070908975271	5.3203138017122855	5.316167573205761	5.310500228956371	5.303948913275646	5.296975161873503	5.289907504603767	5.282974234975444	5.276328567393548	5.270067914352178	5.264248626250319	5.258897231321256	5.2540189764719765	5.249604287227014	5.2456336244094794"
"2004-10-11	2.092151406751049	2.2277274647798624	2.3686322888181026	2.5124743624137937	3.083230448993416	3.598605501342302	4.031390645746026	4.379173874493705	4.650343069764215	4.856949460749863	5.011278084772177	5.124370347892574	5.205536090115096	5.262337230165096	5.300771710538622	5.325521214908724	5.340198275757426	5.347565938299283	5.349721878408292	5.348247587039274	5.34432677450137	5.3388381353445125	5.332427434336772	5.325563235423724	5.318579844187666	5.311710324724122	5.305111841867306	5.2988850808136245	5.293089099745899	5.287752661331699	5.282882849341469	5.278471592173579	5.274500573352402"
"2004-10-12	2.0783176663253538	2.2029133029469787	2.3352004042910948	2.4723675082584613	3.029632369536546	3.5429794102826553	3.978073903287242	4.329353712079897	4.6039508718669016	4.813514984106853	4.970281626292704	5.085364354943947	5.168168957025305	5.226341333269468	5.265942735492607	5.291699184724437	5.307253238726572	5.3153882716887155	5.318216199611169	5.3173291570754335	5.313919475155094	5.308873358971343	5.302843452136179	5.296304780797039	5.289597765051666	5.282961233496665	5.276557736345178	5.27049293342889	5.264830424244701	5.259603069982687	5.254821613763506	5.2504812188975505	5.246566402549432"
"2004-10-13	2.087649335345277	2.2179075082249895	2.3543741559758367	2.4945126153373787	3.055635569076257	3.5662573513752913	3.996588118796954	4.343000508827232	4.613329186981934	4.819381428916651	4.973335835096178	5.0861846254878404	5.167210292816093	5.223954952593835	5.262399361377712	5.287209479984571	5.301983682114286	5.309472742627137	5.3117641521133105	5.310431305995804	5.306651760034237	5.301299754304294	5.29501801987477	5.288273228058621	5.281398675696163	5.274627078793946	5.268115729061347	5.261965764269379	5.256236904382523	5.250958694616747	5.246139056770695	5.241770766034069	5.237836329307315"
"2004-10-14	2.079712941405279	2.2002673157178827	2.3297157246822366	2.464972247372993	3.020052880033316	3.534589471872945	3.970982762406715	4.322773859193107	4.59709419952998	4.805850194747612	4.961542923526538	5.07548381360466	5.1572017667189805	5.214406666180501	5.253183785351147	5.278259193144271	5.2932628977472715	5.300960430345778	5.303444852106116	5.302290684038107	5.298674877908821	5.293470761028749	5.2873204873236395	5.280690696711154	5.27391518931917	5.2672276121860335	5.260786481912917	5.254694328673062	5.249012328044389	5.243771465486607	5.238981033117257	5.234635072081091	5.230717232112065"
"2004-10-15	2.069668849996079	2.174277566682576	2.2937922507407187	2.4236624967673723	2.9826317145994405	3.514450176592723	3.9657435176936326	4.326407154194542	4.604220199509768	4.812789549712395	4.966192142020574	5.07687972766768	5.155098752051365	5.2089586908836845	5.244734453157132	5.267215848455023	5.280028122256179	5.285899421126957	5.286873577222781	5.284475087193349	5.279835280498457	5.273788169470428	5.266943096547737	5.259739804282572	5.252490240921664	5.245410355280472	5.238644318243093	5.2322829941218485	5.226378028808378	5.22095258410869	5.2160094977869145	5.211537463103742	5.207515682696764"
"2004-10-18	2.0714126051127084	2.176386771591828	2.295670216389989	2.42493158617274	2.9804494689775574	3.510354329394464	3.962337274915595	4.325795997307162	4.607698354918749	4.820954670322107	4.979155519187305	5.094454684587354	5.176938349235903	5.23464595332635	5.273836906547394	5.299315987702405	5.314738763023824	5.322870078913071	5.3257918027077125	5.325065141807633	5.321855536514516	5.317028005472124	5.311219698474468	5.304895078135669	5.29838793186946	5.291933409407892	5.285692493726898	5.279770714498547	5.2742324646931795	5.2691119472241565	5.264421530445973	5.260158106391356	5.256307907068838"
"2004-10-19	2.0778396522854936	2.186003971522575	2.3083854680433045	2.4405607606530784	3.0050220613069882	3.539305221942016	3.992164551949685	4.3543693892799	4.633970455452122	4.844582312198379	5.000193640557642	5.113150001459181	5.193605749469087	5.249602109685335	5.287369372098346	5.311672390593925	5.326126313255314	5.333459649100414	5.335723478483346	5.334453722603618	5.330795356660028	5.3255969064484	5.3194821969993535	5.312904855241499	5.306189782470875	5.29956477743003	5.293184694127994	5.287149919671138	5.281520512436623	5.276327011654117	5.271578685513564	5.267269803358369	5.263384381504391"
"2004-10-20	2.070943248702101	2.160736317550411	2.2699938758760156	2.393101824816182	2.9455309543960664	3.4840510336859283	3.9438031407574217	4.311562234624338	4.594873764605015	4.807845500116467	4.9650532014741975	5.079266788335556	5.160882588624582	5.218049478440707	5.2570243358615585	5.282557745374426	5.2982352174051215	5.306754350428201	5.310140636271517	5.3099119172349605	5.307202477064036	5.302856390169384	5.2974978170976135	5.291584110875462	5.285446104080736	5.279318798762117	5.273364829632232	5.267692449681955	5.26236933713496	5.257433196212178	5.252899886198694	5.24876963833857	5.24503179011393"
"2004-10-21	2.075456138895259	2.1695092701778624	2.2812470614943625	2.4054963165110705	2.9550708182214973	3.486888372042552	3.9406607381018426	4.30421491033081	4.58493846083453	4.796490866323724	4.953030163702583	5.067019601429185	5.148655077341976	5.205964120300701	5.245134529844668	5.270879820131932	5.286766901277431	5.295484869442342	5.299055933905047	5.298997179507605	5.296443248658627	5.2922389996059795	5.287009490823381	5.28121296487038	5.275181098902605	5.269149692067578	5.263282136036711	5.257687407947819	5.2524338816641505	5.247559929745412	5.243082051548343	5.239001088032815	5.235306953674511"
"2004-10-22	2.0815968463208843	2.180945590389209	2.2957422141576367	2.42137956711349	2.9674438765221693	3.4914572010006832	3.9388261139660092	4.298546883884974	4.577649138888068	4.789099917106476	4.946441582682305	5.061695225357485	5.14477399507625	5.203540062020227	5.24409318581658	5.271106048222637	5.288131749065981	5.297860021733199	5.302320761852583	5.303041659321602	5.3011687013310675	5.297557761993251	5.292844120354291	5.2874952874436545	5.281851248368698	5.276155205164915	5.27057712485622	5.265231812940451	5.260192800598929	5.255503015777993	5.251182973549334	5.247237047055497	5.243658250267333"
"2004-10-25	2.0735374948768346	2.1562410905223834	2.2587217966035826	2.3754761983958264	2.9076985977626406	3.434315195596404	3.888718119184147	4.255570519813581	4.540699954536142	4.757007000343048	4.9182841634359695	5.036819654027271	5.122726187462104	5.18399314888507	5.226793457333634	5.255838924643706	5.2747030897268665	5.286087406626092	5.292030502839508	5.2940686769702605	5.293357532275089	5.290763749785448	5.286934340930832	5.282349049932929	5.277360165369882	5.2722228972831555	5.267118648101942	5.262172897069005	5.257468974875132	5.253058683385839	5.248970480723322	5.2452157796980465	5.241793779906386"
"2004-10-26	2.0771624951211454	2.15680166564506	2.256831858315278	2.3716510023511734	2.8997900335487206	3.4257644531017277	3.8810811331304715	4.249473687357575	4.536327422355425	4.754342804045109	4.917228798732539	5.037243993211059	5.124495142174189	5.186975330162121	5.23086471139966	5.260883393508424	5.280613380142845	5.29276448803417	5.299383535965861	5.302014812396276	5.301821669162899	5.299678240317637	5.296238634978866	5.2919892844497705	5.28728870992357	5.282397870496984	5.277503420290391	5.272735593053022	5.268181988685205	5.263898213937741	5.259916094975876	5.256250007496062	5.252901742775253"
"2004-10-27	2.0817330049717375	2.1618609809664635	2.262302921926552	2.3774328463397962	2.905652085412321	3.430054528633313	3.8827657635423383	4.2481122424002	4.531887474186817	4.747023865767982	4.907336632731573	5.025113649515721	5.110449485263112	5.171306062030345	5.2138262632390635	5.242693445936338	5.261456325524073	5.272795833263574	5.278734261984892	5.2807952773880045	5.280124937835914	5.277582859161327	5.27381092617017	5.269285242145358	5.264355575608235	5.259275451004574	5.254225198723087	5.249329671327109	5.244671891375712	5.240303576297799	5.236253253037931	5.232532504566476	5.22914076402203"
"2004-10-28	2.1044799766346527	2.2107017181283704	2.3311777507573774	2.4614052369458648	3.0170602570925604	3.5412111421269366	3.9839506968780527	4.337226056738404	4.60969549763531	4.815097320539271	4.967248573407198	5.078187906420944	5.157732239005765	5.213611937262253	5.251797609892675	5.276851027766356	5.292236455965859	5.30057529599348	5.303846063963162	5.3035381933090875	5.300769159528769	5.296373369080344	5.290969643831936	5.285012577999438	5.278831748209595	5.272661747227218	5.266665251946897	5.260950774526826	5.255586333234929	5.2506099769454195	5.246037874060623	5.241870510819542	5.238097419620133"
"2004-10-29	2.0974494716522836	2.2077164755027567	2.3267725412427285	2.4518440242420585	2.9720053199272773	3.464490746211654	3.8914146531934577	4.243581883011385	4.525063040755315	4.745158164282868	4.91440111248654	5.042725551651562	5.138751383253076	5.209624448187736	5.2611075835875365	5.2977675252714755	5.323181545416522	5.340129735861324	5.350760322484727	5.356725788203931	5.359292148566028	5.359425341081485	5.3578588996959855	5.3551466933670175	5.35170391514625	5.347838904086384	5.343777844797097	5.33968394211206	5.335672309643565	5.331821529649019	5.328182623717275	5.324786006119244	5.321646863001511"
"2004-11-01	2.0912812566258645	2.186240490095823	2.2975355381991287	2.4203490688029095	2.959142842037058	3.478804936719173	3.922869075187987	4.279914235373146	4.5569443771670555	4.7669345636515645	4.923384035720007	5.038225157745444	5.121261854456981	5.180247859721108	5.221187907754716	5.248678322537776	5.266214994294997	5.276447533978639	5.281379721273809	5.28252392880048	5.2810187391944625	5.277718145160504	5.273259196630232	5.268113424455131	5.262626067815517	5.257046109103567	5.251549347099508	5.246256167449202	5.241245250295045	5.236564148145324	5.232237441754766	5.228273015147202	5.2246668665511065"
"2004-11-02	2.104015870379143	2.2155043360831908	2.3361189413573342	2.4631727156354626	2.995654028924524	3.5051187253826126	3.9492082245526685	4.3150301274513785	4.604567522762517	4.826480466830881	4.991664171986724	5.110977257312091	5.194194343372783	5.249626379267093	5.284086456747625	5.3030186645250765	5.310689911882021	5.310392428891803	5.304631779842829	5.2952901775005135	5.283762763259594	5.271068369780052	5.2579379070193655	5.244883955539072	5.232255008891769	5.220277410681415	5.209087557978723	5.198756479427629	5.18930848281847	5.180735216091348	5.1730061973945904	5.166076637700348	5.159893195225195"
"2004-11-03	2.0764324477986635	2.1992447574535374	2.328421477464476	2.4617910617559278	3.004738622409083	3.512905852516945	3.9525542864449386	4.3143211979323715	4.601284787380495	4.822141812140464	4.987445723302866	5.107646664001782	5.192168576183785	5.2490642705263495	5.284977027376789	5.305251560855631	5.314105954038728	5.31481697571549	5.3098949370831265	5.301237707062448	5.290260843388309	5.278004556414494	5.265219940586313	5.25243750171756	5.24002101457482	5.228209473476267	5.2171495201698015	5.20692033896469	5.197552643228393	5.18904305816543	5.181364936559427	5.17447642422032	5.16832641455713"
"2004-11-04	2.075293171771219	2.1973021825843206	2.325962717357302	2.459045779324387	3.0022925997480794	3.5117608571035155	3.952785146801695	4.315650605774041	4.603355944468995	4.824633716430997	4.990110542253124	5.110311562480679	5.194723708039305	5.251447403730577	5.287159351462149	5.307226247073223	5.3158796466783675	5.316403825506766	5.311312626000241	5.302504934862625	5.291395835507895	5.279024255532031	5.266139636692343	5.25327073013522	5.240779607636978	5.228903692035018	5.217788219146502	5.207511139926148	5.198102099146457	5.189556803131616	5.181847817790927	5.174932616277983	5.1687595170347125"
"2004-11-05	2.0673738627422433	2.191479940183317	2.321934771574902	2.4565443792602286	3.0037960684689478	3.514953522425671	3.956315246776052	4.318764805283482	4.605667424320842	4.825976011254726	4.990446144368886	5.109675315019262	5.193188169740268	5.249102002459021	5.2840981292168	5.303540913194369	5.311655876624135	5.31171951703706	5.306237313389777	5.297099868589719	5.2857144264275275	5.273112701490563	5.260037622999437	5.247012140425214	5.23439320920585	5.222413776464065	5.2112151891017735	5.200872039034672	5.191411085381388	5.182825568156803	5.1750859558110305	5.168147946471716	5.161958363834733"
"2004-11-08	2.0595808588921	2.185914363953314	2.3182415700133583	2.4544127275029455	3.005518722607795	3.5179759252976845	3.9592207936285204	4.320815851560717	4.606525000088076	4.825529893606906	4.988712736179202	5.106736954158462	5.189157596135634	5.244101994117507	5.278250208760192	5.296959423314575	5.304445191803056	5.303973054085766	5.298037545692777	5.2885188754479096	5.27681470419859	5.2639480792811355	5.250654194171803	5.237449161358732	5.224683940164917	5.212586252976962	5.201292920040495	5.190874632010148	5.181354802534213	5.172723816743962	5.164949718633732	5.157986157429868	5.151778233888131"
"2004-11-09	2.1328215620518205	2.237271579220437	2.351269057717597	2.4721115135190908	2.983452977946116	3.4768176930053483	3.90872228947255	4.265317998766105	4.547828608266202	4.764335649627818	4.925304981054499	5.041281900624953	5.121814684768205	5.175051553893986	5.207688639155125	5.2250856474567895	5.23144815692854	5.230023341238107	5.22328321509981	5.213084615208664	5.200803156870962	5.1874423766663575	5.1737209855102195	5.160141665027979	5.1470447448388414	5.134649734867813	5.123087235503029	5.112423300534083	5.102677924756387	5.093838984433182	5.085872675288883	5.078731263857999	5.072358785995467"
